"syscode"|"inhoud"|"jaar"|"author"
"987"|"<a href=\"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp;aid=7933688&amp;fulltextType=RA&amp;fileId=S1062798710000311\">The Return of the State?</a><span style=\"font-style: italic;\"> European Review</span>, Vol. 19, No. 1 (2011), pp. 69-91"|"2011"|"DELWAIDE, Jacobus"
"988"|"European Development Policy towards Sub-Saharan Africa: Challenges of the growing Chinese presence, Journal: <a href=\"http://www.revue-emulations.net/\"><span style=\"font-style: italic;\">émulations</span> </a>N° 7"|"2010"|"GRAULS, Sarah & STAHL, Anna"
"989"|"Harmonious World with Chinese Characteristics, <span style=\"font-style: italic;\">Shanghai Daily</span>, 9 September"|"2010"|"GEERAERTS, Gustaaf"
"990"|"China and the Future of Global Governance, <span style=\"font-style: italic;\">New Europe</span>, July-October"|"2010"|"GEERAERTS, Gustaaf "
"991"|"China, the EU, and the New Multipolarity, <span style=\"font-style: italic;\">European Review</span>, Vol. 19, No. 1, p. 57-67"|"2011"|"GEERAERTS, Gustaaf   "
"992"|"The Troublesome Sino-European Relationship, Caixin (ed.), <a href=\"http://magazine.caing.com/2010/cr327/\"><span style=\"font-style: italic;\">Caixin 2011</span></a>, Caixin Media, Beijing"|"2011"|"GEERAERTS, Gustaaf"
"993"|"<a href=\"http://earthscan.publisher.ingentaconnect.com/content/earthscan/cpol/2010/00000010/00000006/art00002\">The Architecture of the Global Climate Regime: A Top-down Perspective</a>, <span style=\"font-style: italic;\">Climate Policy</span>, Vol. 10, No. 6 (2010), p. 600-614"|"2010"|"HARE, William, STOCKWELL, Claire, FLACHSLAND, Christian &  OBERTHÜR, Sebastian "
"994"|"The Council, the European Council and International Climate Policy: From Symbolic Leadership to Leadership by Example, in: Wurzel, Rüdiger K.W. and Connelly, James (eds.),<span style=\"font-style: italic;\"> The European Union as a Leader in International Climate Change Politics</span>, Oxon: Routledge 2011, p. 74-91"|"2011"|"OBERTHÜR, Sebastian & DUPONT, Claire"
"995"|"\"The Europeanisation of the ‘Belgian’ integration policy: soft European instruments and their impact, in Dierickx Danielle., Van Herck Nicolas. &amp; Vranken Jan., <span style=\"font-style: italic;\">Poverty in Belgium</span>, Leuven: Acco"|"2010"|"VAN PUYMBROECK, Nicolas, ADAM, Ilke & GOEMAN, Hannelore   "
"996"|"L’européanisation de la politique d’intégration «&nbsp;belge&nbsp;»&nbsp;: les instruments européens souples et leur impact, in Dierickx Danielle., Van Herck Nicolas. &amp; Vranken Jan., <span style=\"font-style: italic;\">Pauvreté en Belgique</span>, Leuven: Acco"|"2010"|"VAN PUYMBROECK, Nicolas, ADAM, Ilke & GOEMAN, Hannelore"
"997"|"De Europeanisering van het ‘Belgische’ integratiebeleid: zachte Europese instrumenten en hun impact, in Dierickx Danielle., Van Herck Nicolas. &amp; Vranken Jan.,<span style=\"font-style: italic;\"> Armoede in België</span>, Leuven: Acco"|"2010"|"VAN PUYMBROECK, Nicolas, ADAM, Ilke & GOEMAN, Hannelore"
"998"|"<span style=\"font-style: italic;\">La diversité culturelle sur le lieu de travail: pratiques d’aménagements raisonnables en Belgique</span>, Bruxelles: Centre pour L'Egalité des Chances et la Lutte contre le Racisme"|"2010"|"ADAM Ilke & REA, Andrea  "
"999"|"<span style=\"font-style: italic;\">Culturele diversiteit op de werkvloer: praktijken van redelijke aanpassingen in België</span>, Brussel: Centrum voor Gelijke Kansen en voor Racismebestrijding"|"2010"|"ADAM Ilke & REA, Andrea"
"1258"|"Les attitudes des citoyens vis-à-vis des services aux électeurs, in Deschouwer, Kris, Delwit, Pascal, Hooghe, Marc &amp; Walgrave, Stefaan (eds), <i>Les voix du peuple. Le comportement électoral au scrutin du 10 juin 2009</i>, .Bruxelles: Editions de l'Université de Bruxelles, p. 199-220"|"2010"|"ANDRÉ, Audrey, DEPAUW, Sam & SANDRI, Giulia"
"1001"|"Les préférences des citoyens en termes de représentation politique, in Deschouwer, Kris, Delwit, Pascal, Hooghe, Marc &amp; Walgrave, Stefaan (eds),<span style=\"font-style: italic;\"> Les voix du peuple. Le comportement électoral au scrutin du 10 juin 2009,</span>.Bruxelles: Editions de l'Université de Bruxelles, p. 177-198"|"2010"|"VAN HAUTE, Emilie & DEPAUW, Sam"
"1002"|"Usages et motivations du vote préférentiel aux élections régionales de 2009, in Deschouwer, Kris, Delwit, Pascal, Hooghe, Marc &amp; Walgrave, Stefaan (eds), <span style=\"font-style: italic;\">Les voix du peuple. Le comportement électoral au scrutin du 10 juin 2009</span>,.Bruxelles: Editions de l'Université de Bruxelles, p. 135-158<br>"|"2010"|"ANDRÉ, Audrey, WAUTERS, Bram & PILET, Jean-Benoit   "
"1003"|"“Defending National Identity and Interests: The Lega Nord’s Asymmetric Model of Globalisation”, <span style=\"font-style: italic;\">Studies in Ethnicity and Nationalism</span>, 2010, Vol. 10, N° 2, pp. 221-233."|"2010"|"HUYSSEUNE, Michel   "
"1004"|"La reconnaissance du Kosovo, de l’Abkhazie et de l’Ossétie du Sud: Une analyse normative, in Aude Merlin et Sylvia Serrano (eds), <span style=\"font-style: italic;\">Ordres et désordres au Caucase</span>, Bruxelles: Editions de l'Université de Bruxelles, p. 197-218"|"2010"|"COPPIETERS, Bruno"
"1005"|"Secessionist Conflicts in Europe, in Don H. Doyle (ed.), <span style=\"font-style: italic;\">Secession as an International Phenomenon,</span> Athens and London: University of Georgia Press, p. 237-258"|"2010"|"COPPIETERS, Bruno"
"1006"|"Eethuizen en politiek. Over de economie van smaakvoorkeuren, <span style=\"font-style: italic;\">Sociologie Magazine</span>, 18, 1, 2010, p. 34-35"|"2010"|"STOUTHUYSEN, Patrick"
"1007"|"Verschuivend cultuurpatroon. Over de sociologie van alledaagse sociale bewegingen,<span style=\"font-style: italic;\"> Sociologie Magazine,</span> 18, 3, 2010, p. 6-7"|"2010"|"STOUTHUYSEN, Patrick"
"1008"|"'Het Onverzoenbare Verzoenen'. Over het onoplosbare Belgische communautaire probleem, <span style=\"font-style: italic;\">Liberaal Reveil</span>, 51, 3, 2010, p. 151-156"|"2010"|"STOUTHUYSEN, Patrick"
"1009"|"Identiteiten, communautaire standpunten en stemgedrag. in: Deschouwer K., Delwit P., Hooghe M. &amp; Walgrave S. (eds) <span style=\"font-style: italic;\">De stemmen van het volk. Een analyse van het kiesgedrag in Vlaanderen en Wallonië op 7 juni 2009</span>, Brussel, VUB Press"|"2010"|"DESCHOUWER, Kris & SINARDET, Dave"
"1010"|"&nbsp;‘Langue, Identité et Comportement Électoral’, In: Deschouwer K., Delwit P., Hooghe M. &amp; Walgrave S. (eds.)<span style=\"font-style: italic;\"> Les voix du peuple. Une analyse du comportement électoral du 7 juin 2009</span>. Bruxelles, Editions de l’ULB"|"2010"|"DESCHOUWER Kris & SINARDET Dave"
"1011"|"European Development Policy towards Sub-Saharan Africa: Challenges of the growing Chinese presence, <a href=\"http://www.revue-emulations.net/\"><span style=\"font-style: italic;\">Emulations </span></a>N° 7&nbsp; <br>"|"2010"|"GRAULS, Sarah & STAHL, Anna  "
"1012"|"<a href=\"http:///ssrn.com/abstract=1691610\">“Political Commitment to Climate Policy Integration at EU Level: The Case of Biodiversity Policy</a>”. <span style=\"font-style: italic;\">Edinburgh Europa Paper Series</span> 2010/05"|"2010"|"DUPONT, Claire  "
"1013"|"The Council, the European Council and International Climate Policy: from Symbolic Leadership to Leadership by Example. In Rüdiger Wurzel and&nbsp;James Connelly (eds.) <span style=\"font-style: italic;\">The European Union as a Leader in International Climate Change Politics</span>, pp. 74-91"|"2011"|"OBERTHÜR, Sebastian & DUPONT, Claire "
"1014"|"Climate Policy Integration in the EU. In Walter Leal Filho (ed.) <span style=\"font-style: italic;\">The Economic, Social and Political Elements of Climate Change</span>. Berlin: Springer-Verlag, pp. 385-404"|"2011"|"DUPONT, Claire"
"1015"|"The Belgian multiple food retailer Delhaize Le Lion and its clientele, 1867-1914,<span style=\"font-style: italic;\"> Essays in economic and business history</span>, vol.29, p.87-100"|"2011"|"VAN DEN EECKHOUT, Patricia  &  SCHOLLIERS, Peter"
"1016"|"Hearing the Consumer? The Laboratory, the Public, and the Construction of Food Safety in Brussels (1840s – 1910s), <span style=\"font-style: italic;\">Journal of Social History</span>, vol. 44, no.4, p. 1143 - 1159"|"2011"|"SCHOLLIERS, Peter & VAN DEN EECKHOUT, Patricia"
"1017"|"Veto players and electoral reform in Belgium, <span style=\"font-style: italic;\">West European Politics</span>, vol 34, no 3, p. 626-643"|"2011"|"HOOGHE, Marc & DESCHOUWER, Kris"
"1020"|"<a href=\"http://www.cipdd.org/files/30_526_126266_Bruno.pdf\">konfliqtis gadawyveta 2008 wlis saqarTvelo-ruseTis omis Semdeg: taivanisa da kosovos modelebi, rogorc mobilizaciisa da Sedarebis instrumenteb</a>i, Caucasian Institute for Peace, Democracy and Development<a href=\"http://www.cipdd.org/files/30_526_126266_Bruno.pdf\"></a>"|"2010"|"COPPIETERS, Bruno"
"1024"|"China’s Steady Rise to the Economic Superleague, in Challenge Europe, Dragons, Elephants and Tigers: Adjusting to the New Global Reality,<span style=\"font-style: italic;\"> European Policy Centre</span>"|"2006"|"FREEMAN, Duncan"
"1025"|"Out of Africa: The EU’s Development-Security Nexus in Sub-Saharan Africa, in Carbone, Maurizio (ed)&nbsp; <span style=\"font-style: italic;\">Multi-author text, European Security Energy Governance</span>, Manchester: Manchester University Press"|"2010"|"HADFIELD, Amelia"
"1023"|"China’s Rise and the Global Economy, in Facing China’s Rise, <span style=\"font-style: italic;\">Chaillot Paper 94</span>, EU Institute for Security Studie"|"2006"|"FREEMAN, Duncan"
"1026"|"<a href=\"http://www.tse.fi/EN/units/specialunits/pei/economicmonitoring/bre/Pages/default.aspx\">Arctic Adventures: Cold Shoulder or Hot Prospects?</a> <span style=\"font-style: italic;\">Baltic Rim Economies Bimonthly Review</span>, Turku School of Economics, p24-25"|"2010"|"HADFIELD, Amelia"
"1027"|"The Democratization of the EC-ACP Partnership, <a href=\"http://www.internationaldemocracywatch.org\"><span style=\"font-style: italic;\">International Democracy Watch</span></a>, Centro Studi Sul Federalismo"|"2010"|"HADFIELD, Amelia"
"1028"|"EU Foreign Energy Policy: In the Pipeline? <span style=\"font-style: italic;\">FORNET</span>: Online European Foreign Policy web network sponsored by the European Commission, January 2006"|"2006"|"HADFIELD, Amelia"
"1029"|"China and the Coups, <a href=\"http://afraf.oxfordjournals.org\"><span style=\"font-style: italic;\">African Affairs</span></a>, vol. 110, no 440"|"2011"|"HOLSLAG, Jonathan"
"1030"|"Assessing the Sino-Indian Water Dispite, <a href=\"http://jia.sipa.columbia.edu/authors-listing/author/jonathan-holslag\"><span style=\"font-style: italic;\">Journal of International Affairs</span></a>, Vol. 64, No. 2, pp. 25-42"|"2011"|"HOLSLAG, Jonathan"
"1031"|"China's Vulnerability Trap, <a href=\"http://www.iiss.org/programmes/china-foreign-security-policy/publications/\"><span style=\"font-style: italic;\">Survival</span></a>, vol. 53, no. 2, pp. 77-88"|"2010"|"HOLSLAG, Jonathan"
"1032"|"Wat veranderen quota? Rekrutering en selectie van kandidaten door Belgische partijen na de invoering van de quotawetten, <span style=\"font-style: italic;\">Tijdschrift voor Genderstudies</span>, Vol 2"|"2011"|"ERZEEL, Silvia & MEIER, Petra"
"1033"|"Het belang van feministische attituden en contacten voor de substantiële vertegenwoordiging van vrouwen, <span style=\"font-style: italic;\">Uitgelezen</span>, Vol 2"|"2011"|"ERZEEL, Silvia & CALUWAERTS, Didier "
"1034"|"Les différences entre hommes et femmes en matière de conservations politiques et implications normatives pour la démocratie délibérative, in Deschouwer, Kris et al (eds) <span style=\"font-style: italic;\">Les voix du peuple. Une analyse du comportement électoral du 10 juin 2009</span>, Bruxelles, Edition de l'ULB"|"2010"|"CALUWAERTS, Didier, ERZEEL, Silvia & MEIER, Petra   "
"1035"|"Democrazia deliberativa e governance ambientale nell’UE: il caso della Politica Integrata di Prodotto, <a href=\"http://www.francoangeli.it/riviste/Scheda_Rivista.aspx?idArticolo=41866&amp;lingua=it\"><span style=\"font-style: italic;\">Partecipazione e Conflitto</span></a>, 3, p. 86-102"|"2010"|"TANASESCU Irina   "
"1036"|"<span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy</span>. Brussels: The Royal Flemish Academy of Belgium for Science and the Arts"|"2011"|"HUYSSEUNE Michel"
"1037"|"Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy, in Huysseune, Michel (ed.), <span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy</span>. Brussels: The Royal Flemish Academy of Belgium for Science and the Arts, p 1-15"|"2011"|"HUYSSEUNE Michel"
"1038"|"Comparing and Contextualizing Interpretations of Regional Difference: Italy vs. Belgium, in Huysseune, Michel (ed.), <span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy.</span> Brussels: The Royal Flemish Academy of Belgium for Science and the Arts, p. 109-126"|"2011"|"HUYSSEUNE Michel"
"1039"|"Centrifugal Regionalism in Flanders and Northern Italy? Elements for a Comparison, in Huysseune, Michel (ed.), <span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy</span>. Brussels: The Royal Flemish Academy of Belgium for Science and the Arts, p. 269-290"|"2011"|"HUYSSEUNE Michel"
"1040"|"Anomie della megalopoli padana” (review of Paolo Perulli and Angelo Pichierri eds, La crisi italiana nel mondo globale. Economia e società del Nord, Torino, Einaudi, 2010), <span style=\"font-style: italic;\">L’indice dei libri</span>, February 2011, vol. 38, n° 2, p. 27"|"2011"|"HUYSSEUNE Michel"
"1041"|"Joseph Luns, diplomaat in hart en nieren ( (Boekbespreking), <span style=\"font-style: italic;\">Ons Erfdeel</span>, Vol. 54, No. 1, pp. 186-187"|"2011"|"MATTELAER, Alexander"
"1042"|"<span style=\"font-style: italic;\">Perspectives for a European Security Strategy Towards Asia</span>, Brussels, VUBPress "|"2011"|"GEERAERTS, Gustaaf & GROSS, Eva (eds.)"
"1043"|"China's Budding Identity Dilemma, in Michael Hudson et al., <span style=\"font-style: italic;\">China in the Next 30 Years</span>, Beijing, Central Compilation &amp; Translation Press"|"2011"|"GEERAERTS, Gustaaf"
"1160"|"Italie: la tentation d'un Apartheid, <span style=\"font-style: italic;\">Alternatives Internationales</span>, issue 52, p. 33-34"|"2011"|"HUYSSEUNE, Michel"
"1161"|"Come interpretare l'altro. I Mezzogiorno nel discorso della Lega Nord, <span style=\"font-style: italic;\">Meridiana</span>, issue 63n p. 173-193"|"2008"|"HUYSSEUNE, Michel"
"1054"|"Rethinking Women’s Substantive Representation,<span style=\"font-style: italic;\"> Representation. Journal of Representative Democracy</span>, 44 (2): 99-110"|"2008"|"CELIS, Karen, CHILDS, Sarah, KANTOLA, Johanna & KROOK, Mona Lena"
"1055"|"<span style=\"font-style: italic;\">Féminisme ou multiculturalisme. Les paradoxes du débat</span>, Peter Lang

"|"2010"|"COENE, Gily & Chia longman (dir)"
"1056"|"<span style=\"font-style: italic;\">Ethisch(e) zorgen. Filosofie en ethiek van de zorg en de hulpverlening</span>, Academia Press, Gent"|"2009"|"COENE, Gily & K. RAES"
"1057"|"<span style=\"font-style: italic;\">De kunst buiten het zelf te treden. Naar een spiritueel atheïsme</span>, VUB Press, Brussel"|"2008"|"COENE, Gily (ed.)"
"96"|"Preface, in Bruno Coppieters and Nick Fotion (eds),<a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\"> </a><span style=\"font-style: italic;\"><a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\">Moral Constraints on War: Principles and Cases</a>,</span> Lanham/Md., Lexington Books (2<sup>nd</sup> edition), pp. ix-xvi.

   "|"2008"|"COPPIETERS, Bruno & FOTON, Nick"
"97"|"Introduction, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\"><span style=\"font-style: italic;\">Moral Constraints on War: Principles and Cases</span></a>, pp. 1-24.

  "|"2008"|"COPPIETERS, B., FOTION, N. & and APRESSYAN, R. "
"98"|"‘Just Cause’, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\"><span style=\"font-style: italic;\"></span></a><a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\">Moral Constraints on War: Principles and Cases</a>

   "|"2008"|"COPPIETERS, Bruno, CEULEMANS, Carl & HARTLE, Anthony"
"99"|"‘Legitimate Authority’, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\"><span style=\"font-style: italic;\">Moral Constraints on War: Principles and Cases</span></a>, pp. 55-72.

 "|"2008"|"COPPIETERS, Bruno"
"100"|"‘Right Intentions’, in <a href=\"http://Moral%20Constraints%20on%20War:%20Principles%20and%20Cases\"><span style=\"font-style: italic;\">Moral Constraints on War: Principles and Cases</span></a>, pp. 73-99

  "|"2008"|"COPPIETERS, Bruno & Boris KASHNIKOV"
"101"|"Likelihood of Success’, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739121294\"><span style=\"font-style: italic;\">Moral Constraints on War:
